05/29/2015,ThereservoircapacitywasupdatedMay2015withinformationfromtheUSBR,
Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,
 ,AF, ,AF, ,CFS, ,
07/11/2013,58993,,-261,,298,,
07/12/2013,58797,,-196,,248,,
07/13/2013,58564,,-233,,265,,
07/14/2013,58324,,-240,,290,,
07/15/2013,58088,,-236,,280,,
07/16/2013,57799,,-289,,290,,
07/17/2013,57577,,-222,,259,,
07/18/2013,57261,,-316,,284,,
07/19/2013,57035,,-226,,254,,
07/20/2013,56776,,-259,,278,,
07/21/2013,56450,,-326,,310,,
07/22/2013,56241,,-209,,--,,
07/23/2013,55956,,-285,,296,,
07/24/2013,55671,,-285,,293,,
07/25/2013,55439,,-232,,274,,
07/26/2013,55172,,-267,,288,,
07/27/2013,54869,,-303,,297,,
07/28/2013,54619,,-250,,261,,
07/29/2013,54385,,-234,,259,,
07/30/2013,54179,,-206,,240,,
07/31/2013,53966,,-213,,246,,
08/01/2013,53753,,-213,,234,,
08/02/2013,53350,,-403,,292,,
08/03/2013,52993,,-357,,278,,
08/04/2013,52660,,-333,,256,,
08/05/2013,52335,,-325,,259,,
08/06/2013,52049,,-286,,235,,
08/07/2013,51706,,-343,,263,,
08/08/2013,51465,,-241,,--,,
08/09/2013,51174,,-291,,235,,
08/10/2013,51034,,-140,,159,,
08/11/2013,50995,,-39,,105,,
08/12/2013,50891,,-104,,144,,
08/13/2013,50775,,-116,,145,,
08/14/2013,50627,,-148,,160,,
08/15/2013,50469,,-158,,164,,
08/16/2013,50357,,-112,,138,,
08/17/2013,50295,,-62,,113,,
08/18/2013,50222,,-73,,139,,
08/19/2013,49868,,-354,,267,,
08/20/2013,49526,,-342,,265,,
08/21/2013,49349,,-177,,--,,
08/22/2013,49089,,-260,,221,,
08/23/2013,48776,,-313,,241,,
08/24/2013,48539,,-237,,193,,
08/25/2013,48409,,-130,,148,,
08/26/2013,48306,,-103,,165,,
08/27/2013,48014,,-292,,189,,
08/28/2013,47911,,-103,,143,,
08/29/2013,47854,,-57,,120,,
08/30/2013,47782,,-72,,130,,
08/31/2013,47714,,-68,,117,,
09/01/2013,47692,,-22,,89,,
09/02/2013,47696,,4,,84,,
09/03/2013,47276,,-420,,341,,
09/04/2013,47172,,-104,,108,,
09/05/2013,47153,,-19,,92,,
09/06/2013,47111,,-42,,108,,
09/07/2013,47100,,-11,,81,,
09/08/2013,47092,,--,,84,,
09/09/2013,47047,,--,,110,,
09/10/2013,47025,,-22,,87,,
09/11/2013,47032,,7,,84,,
09/12/2013,47036,,4,,77,,
09/13/2013,47036,,0,,87,,
09/14/2013,47032,,-4,,88,,
09/15/2013,47002,,-30,,101,,
09/16/2013,46959,,-43,,102,,
09/17/2013,46666,,-293,,215,,
09/18/2013,46413,,-253,,214,,
09/19/2013,46116,,-297,,238,,
09/20/2013,46060,,-56,,111,,
09/21/2013,45576,,-484,,377,,
09/22/2013,45374,,-202,,191,,
09/23/2013,45269,,-105,,141,,
09/24/2013,45087,,-182,,190,,
09/25/2013,44736,,-351,,251,,
09/26/2013,44395,,-341,,254,,
09/27/2013,44347,,-48,,96,,
09/28/2013,44328,,-19,,89,,
09/29/2013,44298,,-30,,94,,
09/30/2013,44298,,0,,84,,
10/01/2013,44216,,-82,,117,,
10/02/2013,43964,,-252,,214,,
10/03/2013,43665,,-299,,223,,
10/04/2013,43256,,-409,,266,,
10/05/2013,42848,,-408,,281,,
10/06/2013,42416,,-432,,287,,
10/07/2013,42032,,-384,,266,,
10/08/2013,41646,,-386,,262,,
10/09/2013,41290,,-356,,271,,
10/10/2013,40808,,-482,,286,,
10/11/2013,40455,,-353,,255,,
10/12/2013,40098,,-357,,249,,
10/13/2013,39724,,-374,,270,,
10/14/2013,39305,,-419,,289,,
10/15/2013,38865,,-440,,297,,
10/16/2013,38504,,-361,,250,,
10/17/2013,38128,,-376,,289,,
10/18/2013,37745,,-383,,289,,
10/19/2013,37371,,-374,,264,,
10/20/2013,36937,,-434,,296,,
10/21/2013,36534,,-403,,284,,
10/22/2013,36310,,-224,,181,,
10/23/2013,35901,,-409,,278,,
10/24/2013,35490,,-411,,280,,
10/25/2013,35078,,-412,,298,,
10/26/2013,34504,,-574,,352,,
10/27/2013,34100,,-404,,260,,
10/28/2013,33697,,-403,,287,,
10/29/2013,33317,,-380,,258,,
10/30/2013,32897,,-420,,296,,
10/31/2013,32502,,-395,,270,,
11/01/2013,32092,,-410,,285,,
11/02/2013,31694,,-398,,248,,
11/03/2013,31376,,-318,,235,,
11/04/2013,30981,,-395,,264,,
11/05/2013,30522,,-459,,312,,
11/06/2013,30109,,-413,,274,,
11/07/2013,29734,,-375,,265,,
11/08/2013,29338,,-396,,277,,
11/09/2013,28931,,-407,,265,,
11/10/2013,28534,,-397,,276,,
11/11/2013,28124,,-410,,276,,
11/12/2013,28140,,16,,40,,
11/13/2013,28215,,75,,41,,
11/14/2013,28287,,72,,41,,
11/15/2013,28358,,71,,41,,
11/16/2013,28433,,75,,41,,
11/17/2013,28508,,75,,41,,
11/18/2013,28581,,73,,41,,
11/19/2013,28655,,74,,41,,
11/20/2013,28783,,128,,41,,
11/21/2013,28888,,105,,41,,
11/22/2013,28944,,56,,41,,
11/23/2013,29006,,62,,41,,
11/24/2013,29088,,82,,41,,
11/25/2013,29032,,-56,,118,,
11/26/2013,28695,,-337,,243,,
11/27/2013,28342,,-353,,265,,
11/28/2013,27954,,-388,,272,,
11/29/2013,27528,,-426,,--,,
11/30/2013,27057,,-471,,297,,
12/01/2013,26629,,-428,,258,,
12/02/2013,26227,,-402,,258,,
12/03/2013,25865,,-362,,249,,
12/04/2013,25422,,-443,,280,,
12/05/2013,24902,,-520,,307,,
12/06/2013,24381,,-521,,298,,
12/07/2013,23899,,-482,,319,,
12/08/2013,23056,,-843,,470,,
12/09/2013,22404,,-652,,385,,
12/10/2013,21563,,-841,,488,,
12/11/2013,21169,,-394,,235,,
12/12/2013,20818,,-351,,250,,
12/13/2013,20548,,-270,,213,,
12/14/2013,20274,,-274,,197,,
12/15/2013,20256,,-18,,41,,
12/16/2013,20028,,-228,,205,,
12/17/2013,19785,,-243,,191,,
12/18/2013,19617,,-168,,142,,
12/19/2013,19408,,-209,,188,,
12/20/2013,19091,,-317,,193,,
12/21/2013,18869,,-222,,194,,
12/22/2013,18561,,-308,,213,,
12/23/2013,18300,,-261,,185,,
12/24/2013,17982,,-318,,207,,
12/25/2013,17657,,-325,,206,,
12/26/2013,17339,,-318,,238,,
12/27/2013,17041,,-298,,182,,
12/28/2013,16782,,-259,,179,,
12/29/2013,16523,,-259,,193,,
12/30/2013,16266,,-257,,180,,
12/31/2013,15952,,-314,,198,,
01/01/2014,15765,,-187,,136,,
01/02/2014,15578,,-187,,141,,
01/03/2014,15431,,-147,,131,,
01/04/2014,15300,,-131,,117,,
01/05/2014,15155,,-145,,130,,
01/06/2014,15006,,-149,,123,,
01/07/2014,14796,,-210,,125,,
01/08/2014,14666,,-130,,116,,
01/09/2014,14526,,-140,,107,,
01/10/2014,14454,,-72,,96,,
01/11/2014,14381,,-73,,82,,
01/12/2014,14347,,-34,,71,,
01/13/2014,14233,,-114,,107,,
01/14/2014,14096,,--,,131,,
01/15/2014,13915,,-181,,136,,
01/16/2014,13828,,-87,,89,,
01/17/2014,13738,,-90,,94,,
01/18/2014,13682,,-56,,82,,
01/19/2014,13608,,-74,,88,,
01/20/2014,13512,,-96,,88,,
01/21/2014,13396,,-116,,122,,
01/22/2014,13293,,-103,,99,,
01/23/2014,13155,,-138,,124,,
01/24/2014,12977,,-178,,140,,
01/25/2014,12882,,-95,,92,,
01/26/2014,12777,,-105,,97,,
01/27/2014,12634,,-143,,123,,
01/28/2014,12489,,-145,,117,,
01/29/2014,12344,,-145,,129,,
01/30/2014,12395,,51,,147,,
01/31/2014,12261,,-134,,149,,
02/01/2014,12092,,-169,,138,,
02/02/2014,12026,,-66,,86,,
02/03/2014,11882,,-144,,150,,
02/04/2014,11747,,-135,,125,,
02/05/2014,11531,,-216,,151,,
02/06/2014,11258,,-273,,173,,
02/07/2014,11109,,-149,,138,,
02/08/2014,11107,,-2,,113,,
02/09/2014,11661,,554,,91,,
02/10/2014,11938,,277,,132,,
02/11/2014,12007,,69,,112,,
02/12/2014,12010,,3,,108,,
02/13/2014,11933,,-77,,139,,
02/14/2014,11901,,-32,,122,,
02/15/2014,11943,,42,,91,,
02/16/2014,11967,,24,,--,,
02/17/2014,11930,,-37,,140,,
02/18/2014,11880,,-50,,126,,
02/19/2014,11818,,-62,,124,,
02/20/2014,11773,,-45,,110,,
02/21/2014,11720,,-53,,119,,
02/22/2014,11720,,0,,94,,
02/23/2014,11736,,16,,104,,
02/24/2014,11704,,-32,,128,,
02/25/2014,11693,,-11,,126,,
02/26/2014,11749,,56,,102,,
02/27/2014,11877,,128,,134,,
02/28/2014,11962,,85,,187,,
03/01/2014,12188,,226,,93,,
03/02/2014,12347,,159,,93,,
03/03/2014,12448,,101,,118,,
03/04/2014,12529,,81,,156,,
03/05/2014,12712,,183,,97,,
03/06/2014,13331,,619,,69,,
03/07/2014,13754,,423,,72,,
03/08/2014,14096,,342,,27,,
03/09/2014,14303,,207,,94,,
03/10/2014,14504,,201,,96,,
03/11/2014,14694,,190,,94,,
03/12/2014,14854,,160,,96,,
03/13/2014,14973,,119,,110,,
03/14/2014,15122,,149,,81,,
03/15/2014,15213,,91,,120,,
03/16/2014,15414,,201,,93,,
03/17/2014,15678,,264,,103,,
03/18/2014,15958,,280,,88,,
03/19/2014,16218,,260,,79,,
03/20/2014,16404,,186,,120,,
03/21/2014,16689,,285,,80,,
03/22/2014,16981,,292,,78,,
03/23/2014,17254,,273,,87,,
03/24/2014,15765,,--,,136,,
03/25/2014,17878,,2113,,82,,
03/26/2014,18210,,332,,89,,
03/27/2014,18462,,252,,99,,
03/28/2014,18676,,214,,95,,
03/29/2014,18913,,237,,95,,
03/30/2014,19211,,298,,86,,
03/31/2014,19358,,147,,--,,
04/01/2014,19523,,165,,112,,
04/02/2014,19664,,141,,122,,
04/03/2014,19839,,175,,98,,
04/04/2014,20037,,198,,99,,
04/05/2014,20220,,183,,95,,
04/06/2014,20465,,245,,96,,
04/07/2014,20866,,401,,105,,
04/08/2014,21514,,648,,82,,
04/09/2014,22151,,637,,141,,
04/10/2014,23287,,1136,,75,,
04/11/2014,24321,,1034,,73,,
04/12/2014,25400,,1079,,94,,
04/13/2014,26622,,1222,,78,,
04/14/2014,27703,,1081,,84,,
04/15/2014,28904,,1201,,81,,
04/16/2014,30146,,1242,,83,,
04/17/2014,31498,,1352,,98,,
04/18/2014,32976,,1478,,97,,
04/19/2014,34739,,1763,,76,,
04/20/2014,36299,,1560,,92,,
04/21/2014,37589,,1290,,126,,
04/22/2014,38711,,1122,,74,,
04/23/2014,39574,,863,,87,,
04/24/2014,40379,,805,,83,,
04/25/2014,41283,,904,,99,,
04/26/2014,42025,,742,,92,,
04/27/2014,42683,,658,,101,,
04/28/2014,43385,,702,,75,,
04/29/2014,44161,,776,,95,,
04/30/2014,45023,,862,,110,,
05/01/2014,45977,,954,,91,,
05/02/2014,47176,,1199,,86,,
05/03/2014,48535,,1359,,78,,
05/04/2014,49899,,1364,,81,,
05/05/2014,51224,,1325,,81,,
05/06/2014,52014,,790,,226,,
05/07/2014,52710,,696,,151,,
05/08/2014,53232,,522,,143,,
05/09/2014,53701,,469,,229,,
05/10/2014,54258,,557,,229,,
05/11/2014,54790,,532,,171,,
05/12/2014,55184,,394,,226,,
05/13/2014,55683,,499,,223,,
05/14/2014,56369,,686,,223,,
05/15/2014,57354,,985,,179,,
05/16/2014,58556,,1202,,143,,
05/17/2014,59813,,1257,,111,,
05/18/2014,60912,,1099,,138,,
05/19/2014,61248,,336,,404,,
05/20/2014,61173,,-75,,566,,
05/21/2014,61285,,112,,444,,
05/22/2014,61368,,83,,456,,
05/23/2014,61613,,245,,370,,
05/24/2014,62008,,395,,346,,
05/25/2014,62563,,555,,386,,
05/26/2014,63590,,1027,,410,,
05/27/2014,63779,,189,,808,,
05/28/2014,63220,,-559,,711,,
05/29/2014,62634,,-586,,875,,
05/30/2014,62375,,-259,,710,,
05/31/2014,62404,,29,,489,,
06/01/2014,62543,,139,,459,,
06/02/2014,62989,,446,,336,,
06/03/2014,63057,,68,,506,,
06/04/2014,63048,,-9,,505,,
06/05/2014,63061,,13,,500,,
06/06/2014,63262,,201,,389,,
06/07/2014,63468,,206,,397,,
06/08/2014,63498,,30,,471,,
06/09/2014,63703,,205,,359,,
06/10/2014,63540,,-163,,583,,
06/11/2014,63309,,-231,,496,,
06/12/2014,63059,,-250,,482,,
06/13/2014,63094,,35,,297,,
06/14/2014,63006,,-88,,346,,
06/15/2014,63279,,273,,102,,
06/16/2014,63296,,17,,254,,
06/17/2014,63401,,105,,129,,
06/18/2014,63384,,-17,,222,,
06/19/2014,63519,,135,,100,,
06/20/2014,63540,,21,,179,,
06/21/2014,63615,,75,,123,,
06/22/2014,63745,,130,,96,,
06/23/2014,63737,,-8,,165,,
06/24/2014,63561,,-176,,257,,
06/25/2014,63317,,-244,,268,,
06/26/2014,63124,,-193,,258,,
06/27/2014,63061,,-63,,168,,
06/28/2014,63082,,21,,122,,
06/29/2014,63094,,12,,115,,
06/30/2014,63057,,-37,,152,,
07/01/2014,63057,,0,,113,,
07/02/2014,63006,,-51,,152,,
07/03/2014,62932,,-74,,146,,
07/04/2014,62877,,-55,,120,,
07/05/2014,62780,,-97,,139,,
07/06/2014,62655,,-125,,167,,
07/07/2014,62592,,-63,,107,,
07/08/2014,62597,,5,,89,,
07/09/2014,62584,,-13,,103,,
07/10/2014,62597,,13,,63,,
07/11/2014,62618,,21,,81,,
07/12/2014,62576,,-42,,104,,
07/13/2014,62467,,-109,,150,,
07/14/2014,62329,,-138,,156,,
07/15/2014,62313,,-16,,129,,
07/16/2014,62459,,146,,111,,
07/17/2014,62547,,88,,82,,
07/18/2014,62547,,0,,136,,
07/19/2014,62455,,-92,,156,,
07/20/2014,62752,,297,,106,,
07/21/2014,63111,,359,,136,,
07/22/2014,63149,,38,,144,,
07/23/2014,63107,,-42,,141,,
07/24/2014,62835,,-272,,274,,
07/25/2014,62446,,-389,,292,,
07/26/2014,62480,,34,,263,,
07/27/2014,62092,,-388,,398,,
07/28/2014,61746,,-346,,287,,
07/29/2014,61377,,-369,,265,,
07/30/2014,60970,,-407,,295,,
07/31/2014,60638,,-332,,244,,
08/01/2014,60359,,-279,,230,,
08/02/2014,60094,,-265,,192,,
08/03/2014,59817,,-277,,205,,
08/04/2014,59653,,-164,,146,,
08/05/2014,59484,,-169,,187,,
08/06/2014,59307,,-177,,181,,
08/07/2014,59225,,-82,,159,,
08/08/2014,59062,,-163,,189,,
08/09/2014,58894,,-168,,154,,
08/10/2014,58690,,-204,,189,,
08/11/2014,58397,,-293,,225,,
08/12/2014,58133,,-264,,196,,
08/13/2014,57897,,-236,,188,,
08/14/2014,57723,,-174,,153,,
08/15/2014,57528,,-195,,179,,
08/16/2014,57366,,-162,,134,,
08/17/2014,57156,,-210,,183,,
08/18/2014,56913,,-243,,207,,
08/19/2014,56655,,-258,,172,,
08/20/2014,56438,,-217,,180,,
08/21/2014,56257,,-181,,155,,
08/22/2014,56048,,-209,,172,,
08/23/2014,55904,,-144,,136,,
08/24/2014,55743,,-161,,145,,
08/25/2014,55515,,-228,,191,,
08/26/2014,55310,e,-205,,153,,
08/27/2014,55096,,-214,,171,,
08/28/2014,54973,,-123,,119,,
08/29/2014,54726,,-247,,188,,
08/30/2014,54516,,-210,,167,,
08/31/2014,54334,,-182,,143,,
09/01/2014,54045,,-289,,213,,
09/02/2014,53685,,-360,,300,,
09/03/2014,53303,,-382,,138,,
09/04/2014,53146,,-157,,144,,
09/05/2014,52949,,-197,,164,,
09/06/2014,52745,,-204,,155,,
09/07/2014,52557,,-188,,161,,
09/08/2014,52331,,-226,,168,,
09/09/2014,52131,,-200,,170,,
09/10/2014,51815,,-316,,226,,
09/11/2014,51543,,-272,,192,,
09/12/2014,51255,,-288,,197,,
09/13/2014,51053,,-202,,141,,
09/14/2014,50875,,-178,,152,,
09/15/2014,50701,,-174,,143,,
09/16/2014,50544,,-157,,134,,
09/17/2014,50453,,-91,,99,,
09/18/2014,50272,,-181,,148,,
09/19/2014,50033,,-239,,186,,
09/20/2014,49814,,-219,,169,,
09/21/2014,49675,,-139,,148,,
09/22/2014,49483,,-192,,155,,
09/23/2014,49169,,-314,,245,,
09/24/2014,48806,,-363,,242,,
09/25/2014,48486,,-320,,201,,
09/26/2014,48189,,-297,,218,,
09/27/2014,47866,,-323,,236,,
09/28/2014,47563,,-303,,227,,
09/29/2014,47365,,-198,,141,,
09/30/2014,47134,,-231,,186,,
10/01/2014,46783,,-351,,253,,
10/02/2014,46244,,-539,,330,,
10/03/2014,45703,,-541,,329,,
10/04/2014,45299,,-404,,249,,
10/05/2014,44964,,-335,,211,,
10/06/2014,44421,,-543,,328,,
10/07/2014,44031,,-390,,238,,
10/08/2014,43385,,-646,,404,,
10/09/2014,42955,,-430,,257,,
10/10/2014,42565,,-390,,245,,
10/11/2014,42280,,-285,,182,,
10/12/2014,42032,,-248,,210,,
10/13/2014,41551,,-481,,290,,
10/14/2014,41127,,-424,,252,,
10/15/2014,40726,,-401,,284,,
10/16/2014,40260,,-466,,268,,
10/17/2014,40206,,-54,,46,,
10/18/2014,39961,,-245,,223,,
10/19/2014,39623,,-338,,219,,
10/20/2014,39505,,-118,,70,,
10/21/2014,39559,,54,,26,,
10/22/2014,39609,,50,,25,,
10/23/2014,39655,,46,,26,,
10/24/2014,39699,,44,,26,,
10/25/2014,39767,,68,,25,,
10/26/2014,39832,,65,,25,,
10/27/2014,39889,,57,,25,,
10/28/2014,39947,,58,,25,,
10/29/2014,40001,,54,,25,,
10/30/2014,40048,,47,,26,,
10/31/2014,39760,,-288,,245,,
11/01/2014,39401,,-359,,252,,
11/02/2014,38990,,-411,,274,,
11/03/2014,38405,,-585,,363,,
11/04/2014,37894,,-511,,300,,
11/05/2014,37487,,-407,,245,,
11/06/2014,36878,,-609,,388,,
11/07/2014,36362,,-516,,283,,
11/08/2014,35821,,-541,,350,,
11/09/2014,35321,,-500,,302,,
11/10/2014,34860,,-461,,281,,
11/11/2014,34348,,-512,,289,,
11/12/2014,33746,,-602,,364,,
11/13/2014,33088,,-658,,396,,
11/14/2014,32979,,-109,,108,,
11/15/2014,32870,,-109,,116,,
11/16/2014,32754,,-116,,126,,
11/17/2014,32439,,-315,,213,,
11/18/2014,32225,,-214,,157,,
11/19/2014,31967,,-258,,189,,
11/20/2014,31744,,-223,,166,,
11/21/2014,31622,,-122,,111,,
11/22/2014,31619,,-3,,95,,
11/23/2014,31559,,-60,,139,,
11/24/2014,31481,,-78,,103,,
11/25/2014,31290,,-191,,170,,
11/26/2014,31132,,-158,,134,,
11/27/2014,31071,,-61,,87,,
11/28/2014,30900,,-171,,146,,
11/29/2014,30864,,-36,,86,,
11/30/2014,30810,,-54,,100,,
12/01/2014,30519,,-291,,236,,
12/02/2014,30092,,-427,,283,,
12/03/2014,30196,,104,,180,,
12/04/2014,30469,,273,,83,,
12/05/2014,30532,,63,,109,,
12/06/2014,30442,,-90,,152,,
12/07/2014,30003,,-439,,359,,
12/08/2014,29533,,-470,,303,,
12/09/2014,29029,,-504,,357,,
12/10/2014,28548,,-481,,302,,
12/11/2014,28077,,-471,,310,,
12/12/2014,27687,,-390,,298,,
12/13/2014,27346,,-341,,269,,
12/14/2014,26841,,-505,,318,,
12/15/2014,26291,,-550,,362,,
12/16/2014,25728,,-563,,360,,
12/17/2014,25282,,-446,,304,,
12/18/2014,24782,,-500,,343,,
12/19/2014,24261,,-521,,342,,
12/20/2014,24176,,-85,,125,,
12/21/2014,24208,,32,,135,,
12/22/2014,23949,,-259,,320,,
12/23/2014,23823,,-126,,165,,
12/24/2014,23752,,-71,,169,,
12/25/2014,23732,,-20,,138,,
12/26/2014,23689,,-43,,124,,
12/27/2014,23663,,-26,,92,,
12/28/2014,23682,,19,,94,,
12/29/2014,23355,,-327,,269,,
12/30/2014,22981,,-374,,277,,
12/31/2014,22552,,-429,,271,,
01/01/2015,22284,,-268,,219,,
01/02/2015,22062,,-222,,187,,
01/03/2015,21929,,-133,,142,,
01/04/2015,21840,,-89,,135,,
01/05/2015,21652,,-188,,197,,
01/06/2015,21349,,-303,,247,,
01/07/2015,21173,,-176,,183,,
01/08/2015,20836,,-337,,270,,
01/09/2015,20471,,-365,,298,,
01/10/2015,20126,,-345,,182,,
01/11/2015,19794,,-332,,275,,
01/12/2015,19632,,-162,,173,,
01/13/2015,19347,,-285,,256,,
01/14/2015,19016,,-331,,247,,
01/15/2015,18587,,-429,,311,,
01/16/2015,18115,,-472,,314,,
01/17/2015,17873,,-242,,210,,
01/18/2015,17539,,-334,,269,,
01/19/2015,17237,,-302,,251,,
01/20/2015,16859,,-378,,275,,
01/21/2015,16548,,-311,,250,,
01/22/2015,16199,,-349,,293,,
01/23/2015,15829,,-370,,259,,
01/24/2015,15586,,-243,,203,,
01/25/2015,15425,,-161,,171,,
01/26/2015,15008,,-417,,313,,
01/27/2015,14633,,-375,,302,,
01/28/2015,14290,,-343,,274,,
01/29/2015,13888,,-402,,306,,
01/30/2015,13396,,-492,,338,,
01/31/2015,13106,,-290,,225,,
02/01/2015,12858,,-248,,204,,
02/02/2015,12693,,-165,,157,,
02/03/2015,12580,,-113,,139,,
02/04/2015,12508,,-72,,128,,
02/05/2015,12486,,-22,,131,,
02/06/2015,12301,,-185,,169,,
02/07/2015,13279,,978,,97,,
02/08/2015,14688,,1409,,99,,
02/09/2015,16930,,2242,,136,,
02/10/2015,17637,,707,,146,,
02/11/2015,18106,,469,,129,,
02/12/2015,18419,,313,,174,,
02/13/2015,18676,,257,,215,,
02/14/2015,18950,,274,,183,,
02/15/2015,19279,,329,,142,,
02/16/2015,19411,,132,,236,,
02/17/2015,19588,,177,,184,,
02/18/2015,19482,,-106,,325,,
02/19/2015,19491,,9,,244,,
02/20/2015,19596,,105,,226,,
02/21/2015,19329,,-267,,371,,
02/22/2015,18982,,-347,,377,,
02/23/2015,18526,,-456,,432,,
02/24/2015,18028,,-498,,411,,
02/25/2015,18201,,173,,84,,
02/26/2015,18427,,226,,71,,
02/27/2015,18645,,218,,90,,
02/28/2015,18860,,215,,84,,
03/01/2015,19015,,155,,100,,
03/02/2015,19197,,182,,86,,
03/03/2015,19350,,153,,81,,
03/04/2015,19491,,141,,88,,
03/05/2015,19635,,144,,90,,
03/06/2015,19768,,133,,93,,
03/07/2015,19951,,183,,97,,
03/08/2015,20105,,154,,84,,
03/09/2015,20256,,151,,98,,
03/10/2015,20423,,167,,83,,
03/11/2015,20587,,164,,88,,
03/12/2015,20815,,228,,59,,
03/13/2015,20957,,142,,99,,
03/14/2015,21105,,148,,113,,
03/15/2015,21334,,229,,99,,
03/16/2015,21634,,300,,95,,
03/17/2015,21942,,308,,88,,
03/18/2015,22253,,311,,82,,
03/19/2015,22552,,299,,80,,
03/20/2015,22860,,308,,77,,
03/21/2015,23147,,287,,87,,
03/22/2015,23400,,253,,93,,
03/23/2015,23704,,304,,82,,
03/24/2015,23965,,261,,85,,
03/25/2015,24182,,217,,82,,
03/26/2015,24406,,224,,81,,
03/27/2015,24645,,239,,94,,
03/28/2015,24990,,345,,55,,
03/29/2015,25333,,343,,76,,
03/30/2015,25731,,398,,81,,
03/31/2015,26108,,377,,102,,
04/01/2015,26420,,312,,87,,
04/02/2015,26674,,254,,89,,
04/03/2015,26893,,219,,83,,
04/04/2015,27116,,223,,76,,
04/05/2015,27313,,197,,86,,
04/06/2015,27486,,173,,95,,
04/07/2015,27664,,178,,99,,
04/08/2015,27830,,166,,85,,
04/09/2015,28042,,212,,86,,
04/10/2015,28257,,215,,99,,
04/11/2015,28534,,277,,86,,
04/12/2015,28770,,--,,110,,
04/13/2015,29042,,272,,108,,
04/14/2015,29325,,283,,111,,
04/15/2015,29618,,293,,79,,
04/16/2015,29864,,246,,85,,
04/17/2015,30109,,245,,84,,
04/18/2015,30345,,236,,104,,
04/19/2015,30653,,308,,91,,
04/20/2015,30954,,301,,101,,
04/21/2015,31303,,349,,95,,
04/22/2015,31603,,300,,103,,
04/23/2015,31926,,323,,86,,
04/24/2015,32305,,379,,82,,
04/25/2015,32744,,439,,97,,
04/26/2015,33187,,443,,82,,
04/27/2015,33838,,651,,82,,
04/28/2015,34593,,755,,93,,
04/29/2015,35376,,783,,101,,
04/30/2015,36152,,776,,113,,
05/01/2015,37061,,909,,97,,
05/02/2015,38053,,992,,92,,
05/03/2015,39007,,--,,82,,
05/04/2015,39947,,940,,81,,
05/05/2015,40718,,--,,89,,
05/06/2015,41486,,768,,89,,
05/07/2015,42178,,692,,101,,
05/08/2015,42888,,710,,85,,
05/09/2015,43731,,843,,91,,
05/10/2015,44751,,1020,,95,,
05/11/2015,45793,,1042,,89,,
05/12/2015,46707,,914,,101,,
05/13/2015,47452,,745,,100,,
05/14/2015,48086,,634,,95,,
05/15/2015,48760,,674,,88,,
05/16/2015,49239,,479,,176,,
05/17/2015,49810,,571,,177,,
05/18/2015,50376,,566,,174,,
05/19/2015,50871,,495,,180,,
05/20/2015,51382,,511,,153,,
05/21/2015,51952,,570,,178,,
05/22/2015,52749,,797,,152,,
05/23/2015,52738,,-11,,688,,
05/24/2015,52628,,-110,,694,,
05/25/2015,52718,,90,,704,,
05/26/2015,52832,,114,,702,,
05/27/2015,53020,,188,,687,,
05/28/2015,53158,,138,,708,,
05/29/2015,53166,,8,,709,,
05/30/2015,53216,,50,,703,,
05/31/2015,53284,,68,,703,,
06/01/2015,53366,,82,,694,,
06/02/2015,53244,,-122,,701,,
06/03/2015,53040,,-204,,686,,
06/04/2015,52796,,-244,,665,,
06/05/2015,52620,,-176,,614,,
06/06/2015,--,,--,,--,,
